Genus,Species,Family,Biomass Constant A,Biomass Constant B,Biomass Constant C,Max Length (cm),Max Length Type,Trophic Level,Vulnerability,Regions,Climate Score,Trophic Group,Functional Group,Group Size
Latropiscis,purpurissatus,Aulopidae,0.00437,3.13,1,60,total length,4.01,34.86,"Central Indo-Pacific,Eastern Indo-Pacific,Western Indo-Pacific",,piscivore,pisci-invertivore,solitary
Macropharyngodon,moyeri,Labridae,0.01,3.06,1,12,total length,3.5,21,"Central Indo-Pacific,Eastern Indo-Pacific,Western Indo-Pacific",,invertivore-mobile,micro-invertivore,solitary
Lepidonectes,corallicola,Tripterygiidae,0.0055,3.08,1,8.9,standard length,2.6,16.89,"Central Indo-Pacific,Eastern Indo-Pacific,Western Indo-Pacific",,omnivore,cropper/grazer,
Diagramma,labiosum,Haemulidae,0.0195,2.96,1,90,total length,3.7,59.01,"Central Indo-Pacific,Eastern Indo-Pacific,Western Indo-Pacific",,invertivore-mobile,macro-invertivore,medium group
Pleurosicya,micheli,Gobiidae,0.00617,3.08,1,2.5,total length,3.1,10,"Central Indo-Pacific,Eastern Indo-Pacific,Western Indo-Pacific",,planktivore,planktivore,small group
Choerodon,zosterophorus,Labridae,0.01259,3.05,1,25,total length,3.4,31.66,"Central Indo-Pacific,Eastern Indo-Pacific,Western Indo-Pacific",,invertivore-mobile,micro-invertivore,solitary
Hemitaurichthys,polylepis,Chaetodontidae,0.02188,3.02,1,18,total length,3.4,13.79,"Central Indo-Pacific,Eastern Indo-Pacific,Western Indo-Pacific",,planktivore,planktivore,small group
Haemulon,striatum,Haemulidae,0.0175,3.099,1,28,total length,3.4,30.37,"Tropical Atlantic",,invertivore-mobile,macro-invertivore,medium group
Synodus,lacertinus,Synodontidae,0.00407,3.19,1,20,total length,4.2,14.62,"Central Indo-Pacific,Eastern Indo-Pacific,Western Indo-Pacific",,piscivore,pisci-invertivore,
Sargocentron,melanospilos,Holocentridae,0.0166,2.97,1,25,total length,3.99,18.94,"Central Indo-Pacific,Eastern Indo-Pacific,Western Indo-Pacific",,piscivore,pisci-invertivore,
Naso,vlamingii,Acanthuridae,0.03104,2.843,1,60,total length,2.16,37.74,"Central Indo-Pacific,Eastern Indo-Pacific,Western Indo-Pacific",,planktivore,planktivore,small group
Heniochus,singularius,Chaetodontidae,0.02188,3.02,1,30,total length,3.55,23.37,"Central Indo-Pacific,Eastern Indo-Pacific,Western Indo-Pacific",,invertivore-mobile,micro-invertivore,pair
Chrysiptera,hemicyanea,Pomacentridae,0.01479,2.98,1,7,total length,2.43,14.21,"Central Indo-Pacific,Eastern Indo-Pacific,Western Indo-Pacific",,planktivore,planktivore,small group
Mycteroperca,prionura,Serranidae,0.0061,3.2,1,105,total length,4.4,64.01,"Central Indo-Pacific,Eastern Indo-Pacific,Western Indo-Pacific",,piscivore,piscivore,
Acanthurus,dussumieri,Acanthuridae,0.037995,2.83451,1,54,total length,2,36.1,"Central Indo-Pacific,Eastern Indo-Pacific,Western Indo-Pacific",,herbivore-detritivore,cropper/grazer,small group
Epinephelus,howlandi,Serranidae,0.01511,3.019114,1,55,total length,4.02,46.18,"Central Indo-Pacific,Eastern Indo-Pacific,Western Indo-Pacific",,piscivore,pisci-invertivore,
Anchoviella,lepidentostole,Engraulidae,0.004529,3.2284,1,11.6,standard length,3.1,13.79,"Tropical Atlantic",,planktivore,planktivore,large group
Alepes,djedaba,Carangidae,0.030103,2.955244,1,40,total length,3.32,24.73,"Central Indo-Pacific,Eastern Indo-Pacific,Western Indo-Pacific",,planktivore,planktivore,large group
Cephalopholis,aitha,Serranidae,0.01259,3.05,1,40,total length,4.2,36.4,"Central Indo-Pacific,Eastern Indo-Pacific,Western Indo-Pacific",,piscivore,pisci-invertivore,
Pomacentrus,xanthosternus,Pomacentridae,0.01479,2.99,1,10,,2.7,,"Central Indo-Pacific,Western Indo-Pacific",,,,
Chaetodon,pelewensis,Chaetodontidae,0.026346,3.094727,1,12.5,total length,2.92,10,"Central Indo-Pacific,Eastern Indo-Pacific,Western Indo-Pacific",,invertivore-mobile,micro-invertivore,pair
Parasphyraenops,atrimanus,Serranidae,0.01,3.04,1,8.4,standard length,3.4,14.21,"Tropical Atlantic",,planktivore,planktivore,solitary
Pempheris,schomburgkii,Pempheridae,0.0439,2.62,0.95,15,total length,3.11,22.52,"Tropical Atlantic",,planktivore,planktivore,large group
Harengula,humeralis,Clupeidae,0.008922,3.070474,1,22,total length,3.43,14.26,"Tropical Atlantic",,planktivore,planktivore,large group
Meiacanthus,tongaensis,Blenniidae,0.00537,3.05,1,10,standard length,3.5,24.92,"Central Indo-Pacific,Eastern Indo-Pacific,Western Indo-Pacific",,planktivore,planktivore,medium group
Apogon,robinsi,Apogonidae,0.01047,3.1,1,10.1,standard length,3.6,13,"Tropical Atlantic",,invertivore-mobile,macro-invertivore,small group
Chromis,xanthura,Pomacentridae,0.0166,2.95,1,17,total length,3.4,28.25,"Central Indo-Pacific,Eastern Indo-Pacific,Western Indo-Pacific",,planktivore,planktivore,medium group
Siganus,unimaculatus,Siganidae,0.01585,3.07,1,20,standard length,2.68,15.69,"Central Indo-Pacific,Eastern Indo-Pacific,Western Indo-Pacific",,herbivore-detritivore,cropper/grazer,small group
Ctenogobius,boleosoma,Gobiidae,0.006841,3.036794,1,7.5,total length,3.25,18.23,"Tropical Atlantic",,invertivore-mobile,micro-invertivore,small group
Pseudanthias,squamipinnis,Serranidae,0.00933,2.97,1,15,total length,3.4,22.97,"Central Indo-Pacific,Eastern Indo-Pacific,Western Indo-Pacific",,planktivore,planktivore,large group
Photopectoralis,bindus,Leiognathidae,0.040535,2.688369,1,11,total length,2.65,15.37,"Central Indo-Pacific,Eastern Indo-Pacific,Western Indo-Pacific",,invertivore-mobile,micro-invertivore,medium group
Cirrhilabrus,aurantidorsalis,Labridae,0.0166,2.95,1,10,total length,3.4,18,"Central Indo-Pacific,Eastern Indo-Pacific,Western Indo-Pacific",,planktivore,planktivore,medium group
Eucinostomus,harengulus,Gerreidae,0.01175,3.1,1,15,,3.26,17.75,"Tropical Atlantic",,omnivore,macro-invertivore,medium group
Latridopsis,forsteri,Latridae,0.01202,3.04,1,65,total length,3.6,47.24,"Central Indo-Pacific,Eastern Indo-Pacific,Western Indo-Pacific",,invertivore-mobile,macro-invertivore,medium group
Coryphopterus,personatus,Gobiidae,0.00871,3.09,1,4,total length,2.68,10,"Tropical Atlantic",,herbivore-detritivore,detritivore,small group
Thalassoma,duperrey,Labridae,0.00851,3,1,28,total length,3.84,19.88,"Central Indo-Pacific,Eastern Indo-Pacific,Western Indo-Pacific",,invertivore-mobile,micro-invertivore,small group
Thyrsites,atun,Gempylidae,0.00374,3,1,200,standard length,4.19,62.58,"Central Indo-Pacific,Eastern Indo-Pacific,Western Indo-Pacific",,piscivore,pisci-invertivore,large group
Balistoides,conspicillum,Balistidae,0.0257,2.94,1,50,total length,3.31,39.31,"Central Indo-Pacific,Eastern Indo-Pacific,Western Indo-Pacific",,invertivore-mobile,macro-invertivore,solitary
Chaetodon,citrinellus,Chaetodontidae,0.037678,2.815819,1,13,total length,2.98,10,"Central Indo-Pacific,Eastern Indo-Pacific,Western Indo-Pacific",,invertivore-sessile,corallivore,pair
Atypichthys,strigatus,Kyphosidae,0.02291,2.99,1,25,total length,3.4,28.95,"Central Indo-Pacific,Eastern Indo-Pacific,Western Indo-Pacific",,invertivore-mobile,micro-invertivore,small group
Chaetodontoplus,chrysocephalus,Pomacanthidae,0.0302,2.89,1,22,total length,2.67,28.31,"Central Indo-Pacific,Eastern Indo-Pacific,Western Indo-Pacific",,omnivore,spongivore,solitary
Epinephelus,daemelii,Serranidae,0.01148,3.04,1,200,total length,3.99,84.64,"Central Indo-Pacific,Eastern Indo-Pacific,Western Indo-Pacific",,piscivore,pisci-invertivore,
Semicossyphus,darwini,Labridae,0.0134,2.971,1,70,total length,4.17,58.16,"Central Indo-Pacific,Eastern Indo-Pacific,Western Indo-Pacific",,invertivore-mobile,macro-invertivore,solitary
Pseudocheilinops,ataenia,Labridae,0.0166,2.95,1,6.5,total length,3.4,12,"Central Indo-Pacific,Eastern Indo-Pacific,Western Indo-Pacific",,invertivore-mobile,micro-invertivore,small group
Sarda,sarda,Scombridae,0.00535,3.326246,1,91.4,fork length,4.34,32.68,"Tropical Atlantic",,piscivore,pisci-invertivore,large group
Hypoplectrodes,maccullochi,Serranidae,0.00933,2.97,1,45,total length,3.55,42.91,"Central Indo-Pacific,Eastern Indo-Pacific,Western Indo-Pacific",,invertivore-mobile,macro-invertivore,
Pomacentrus,aquilus,Pomacentridae,0.01479,2.98,1,12,total length,2.73,23.46,"Central Indo-Pacific,Eastern Indo-Pacific,Western Indo-Pacific",,planktivore,planktivore,small group
Plectropomus,maculatus,Serranidae,0.00647,3.22,1,125,total length,4.11,51.18,"Central Indo-Pacific,Eastern Indo-Pacific,Western Indo-Pacific",,piscivore,pisci-invertivore,
Oxymonacanthus,halli,Monocanthidae,0.01047,3.05,1,7,total length,3.6,12.01,"Central Indo-Pacific,Eastern Indo-Pacific,Western Indo-Pacific",,invertivore-sessile,corallivore,pair
Rhinoptera,bonasus,Myliobatidae,0.0076,3.15,1,213.3,wing diameter,3.49,45.13,"Tropical Atlantic",,invertivore-mobile,macro-invertivore,large group
Abudefduf,saxatilis,Pomacentridae,0.023283,2.877253,1,22.9,total length,2.76,32.28,"Tropical Atlantic",,omnivore,planktivore,large group
Opsanus,phobetron,Batrachoididae,0.0527,2.6894,1,21.5,total length,3.6,27.48,"Tropical Atlantic",,invertivore-mobile,macro-invertivore,solitary
Chromis,caudalis,Pomacentridae,,,1,,,,,"Eastern Indo-Pacific,Tropical Eastern Pacific,Western Indo-Pacific,Central Indo-Pacific",,,,
Meiacanthus,lineatus,Blenniidae,0.00537,3.05,1,9.5,total length,3.4,20.07,"Central Indo-Pacific,Eastern Indo-Pacific,Western Indo-Pacific",,planktivore,planktivore,solitary
Oplegnathus,punctatus,Oplegnathidae,0.01995,3.01,1,86,total length,3.55,37.09,"Central Indo-Pacific,Eastern Indo-Pacific,Western Indo-Pacific",,invertivore-mobile,macro-invertivore,
Upeneus,supravittatus,Mullidae,0.00933,3.09,1,14,standard length,3.5,19.85,"Central Indo-Pacific,Eastern Indo-Pacific,Western Indo-Pacific",,invertivore-mobile,macro-invertivore,medium group
Leptojulis,cyanopleura,Labridae,0.00977,3.05,1,13,total length,3.4,22.77,"Central Indo-Pacific,Eastern Indo-Pacific,Western Indo-Pacific",,planktivore,planktivore,small group
Sphyraena,acutipinnis,Sphyraenidae,0.00708,2.93,1,80,total length,4.5,46.37,"Central Indo-Pacific,Eastern Indo-Pacific,Western Indo-Pacific",,piscivore,piscivore,large group
Gobioclinus,bucciferus,Labrisomidae,0.0049,3.08,1,9,total length,3.8,10,"Tropical Atlantic",,invertivore-mobile,macro-invertivore,solitary
Elops,affinis,Elopidae,0.01,3.02,1,91,total length,4.05,48.2,"Central Indo-Pacific,Eastern Indo-Pacific,Western Indo-Pacific",,piscivore,pisci-invertivore,large group
Acanthaluteres,brownii,Monocanthidae,0.02188,2.91,1,55,total length,2.8,52.92,"Central Indo-Pacific,Eastern Indo-Pacific,Western Indo-Pacific",,herbivore-detritivore,cropper/grazer,
Scarus,hypselopterus,Scaridae,0.00794,3.11,1,31,total length,2,25.53,"Central Indo-Pacific,Eastern Indo-Pacific,Western Indo-Pacific",,herbivore-detritivore,scraper,
Sphyraena,helleri,Sphyraenidae,0.00708,2.93,1,80,total length,4.5,49.97,"Central Indo-Pacific,Eastern Indo-Pacific,Western Indo-Pacific",,piscivore,piscivore,large group
Stegostoma,fasciatum,Stegostomatidae,0.00389,3.12,1,354,total length,3.1,77.37,"Central Indo-Pacific,Eastern Indo-Pacific,Western Indo-Pacific",,invertivore-mobile,macro-invertivore,
Anampses,cuvier,Labridae,0.01995,3.01,1,31,total length,3.27,34.91,"Central Indo-Pacific,Eastern Indo-Pacific,Western Indo-Pacific",,invertivore-mobile,micro-invertivore,solitary
Halichoeres,erdmanni,Labridae,0.01,3.08,1,7.2,standard length,3.3,15,"Central Indo-Pacific,Eastern Indo-Pacific,Western Indo-Pacific",,invertivore-mobile,micro-invertivore,solitary
Plagiotremus,tapeinosoma,Blenniidae,0.00523,2.90832,1,14,total length,3.84,25.07,"Central Indo-Pacific,Eastern Indo-Pacific,Western Indo-Pacific",,invertivore-mobile,micro-invertivore,
Brevoortia,gunteri,Clupeidae,0.00759,3.01,1,30,standard length,2.43,33.8,"Tropical Atlantic",,planktivore,planktivore,large group
Genicanthus,melanospilos,Pomacanthidae,0.0302,2.89,1,18,total length,3.4,24.79,"Central Indo-Pacific,Eastern Indo-Pacific,Western Indo-Pacific",,planktivore,planktivore,small group
Floridichthys,carpio,Cyprinodontidae,0.01072,3.22,1,8,total length,3.51,32.4,"Tropical Atlantic",,invertivore-mobile,micro-invertivore,solitary
Acanthurus,japonicus,Acanthuridae,0.02291,2.96,1,21,total length,2.18,21.81,"Central Indo-Pacific,Eastern Indo-Pacific,Western Indo-Pacific",,herbivore-detritivore,cropper/grazer,small group
Trimma,flavicaudatum,Gobiidae,0.00891,3.07,1,2.4,standard length,,10,"Central Indo-Pacific,Eastern Indo-Pacific,Western Indo-Pacific",,,,
Paracheilinus,hemitaeniatus,Labridae,0.00977,3.05,1,,,3.4,15,"Central Indo-Pacific,Eastern Indo-Pacific,Western Indo-Pacific",,planktivore,planktivore,medium group
Caesio,striata,Caesioinidae,0.01259,3.09,1,25,total length,3.4,20.25,"Central Indo-Pacific,Eastern Indo-Pacific,Western Indo-Pacific",,planktivore,planktivore,large group
Pseudochromis,dixurus,Pseudochromidae,0.01175,3.01,1,9,total length,3.5,10,"Central Indo-Pacific,Eastern Indo-Pacific,Western Indo-Pacific",,invertivore-mobile,micro-invertivore,small group
Choerodon,melanostigma,Labridae,0.01,3.04,1,,,3.5,52.71,"Central Indo-Pacific,Eastern Indo-Pacific,Western Indo-Pacific",,invertivore-mobile,micro-invertivore,solitary
Malacoctenus,zonifer,Labrisomidae,0.00955,3.04,1,8,total length,3.5,10,"Central Indo-Pacific,Eastern Indo-Pacific,Western Indo-Pacific",,invertivore-mobile,micro-invertivore,
Cantherhines,pardalis,Monocanthidae,0.017,3.07,1,25,total length,3.5,30.81,"Central Indo-Pacific,Eastern Indo-Pacific,Western Indo-Pacific",,invertivore-mobile,micro-invertivore,
Pseudojuloides,severnsi,Labridae,0.01,3.06,1,9.2,standard length,3.3,20,"Central Indo-Pacific,Eastern Indo-Pacific,Western Indo-Pacific",,invertivore-mobile,micro-invertivore,small group
Eucrossorhinus,dasypogon,Orectolobidae,0.00389,3.12,1,366,total length,3.98,86.05,"Central Indo-Pacific,Eastern Indo-Pacific,Western Indo-Pacific",,piscivore,pisci-invertivore,
Chelmon,marginalis,Chaetodontidae,0.02188,3.02,1,18,total length,3.5,13.79,"Central Indo-Pacific,Eastern Indo-Pacific,Western Indo-Pacific",,invertivore-mobile,micro-invertivore,pair
Cheilodipterus,isostigmus,Apogonidae,0.00646,3.19,1,11,total length,4.2,12.47,"Central Indo-Pacific,Eastern Indo-Pacific,Western Indo-Pacific",,piscivore,piscivore,small group
Lutjanus,griseus,Lutjanidae,0.010346,3.061125,1,89,total length,4.23,39.82,"Tropical Atlantic",,piscivore,pisci-invertivore,small group
Cheilodactylus,francisi,Cheilodactylidae,0.0123,3.02,1,27.37,standard length,3.2,41.99,"Central Indo-Pacific,Eastern Indo-Pacific,Western Indo-Pacific",,invertivore-mobile,micro-invertivore,small group
Crossosalarias,macrospilus,Blenniidae,0.00741,3,1,10,total length,2,20.93,"Central Indo-Pacific,Eastern Indo-Pacific,Western Indo-Pacific",,herbivore-detritivore,cropper/grazer,solitary
Roa,australis,Chaetodontidae,0.02188,3.02,1,11.9,standard length,3.3,12,"Central Indo-Pacific,Eastern Indo-Pacific,Western Indo-Pacific",,invertivore-mobile,micro-invertivore,small group
Cheiloprion,labiatus,Pomacentridae,0.02239,2.99,1,6,standard length,2.68,14.62,"Central Indo-Pacific,Eastern Indo-Pacific,Western Indo-Pacific",,invertivore-sessile,corallivore,solitary
Holacanthus,ciliaris,Pomacanthidae,0.0336,2.9,1,45,total length,2.99,43.84,"Tropical Atlantic",,invertivore-sessile,spongivore,pair
Hyporhamphus,unifasciatus,Hemiramphidae,0.001134,3.251192,1,30,total length,2.99,14.62,"Tropical Atlantic",,omnivore,browser,large group
Amblyglyphidodon,flavilatus,Pomacentridae,0.02239,2.99,1,10,total length,2.7,20.93,"Central Indo-Pacific,Eastern Indo-Pacific,Western Indo-Pacific",,planktivore,planktivore,medium group
Trachypoma,macracanthus,Serranidae,0.00933,2.97,1,22,total length,3.5,27.21,"Central Indo-Pacific,Eastern Indo-Pacific,Western Indo-Pacific",,invertivore-mobile,micro-invertivore,
Chromis,retrofasciata,Pomacentridae,0.00527,2.773,1,6,standard length,2.65,14.62,"Central Indo-Pacific,Eastern Indo-Pacific,Western Indo-Pacific",,planktivore,planktivore,small group
Cephalopholis,leopardus,Serranidae,0.01259,3.05,1,24,total length,4.01,28.5,"Central Indo-Pacific,Eastern Indo-Pacific,Western Indo-Pacific",,piscivore,pisci-invertivore,
Carangoides,humerosus,Carangidae,0.0157,2.939,1,25,total length,4.04,20.09,"Central Indo-Pacific,Eastern Indo-Pacific,Western Indo-Pacific",,piscivore,pisci-invertivore,small group
Chromis,lineata,Pomacentridae,0.01778,2.99,1,7,total length,3,14.21,"Central Indo-Pacific,Eastern Indo-Pacific,Western Indo-Pacific",,planktivore,planktivore,large group
Asterorhombus,filifer,Bothidae,0.01047,3,1,10.5,standard length,3.5,29,"Central Indo-Pacific,Eastern Indo-Pacific,Western Indo-Pacific",,invertivore-mobile,micro-invertivore,solitary
Sargocentron,iota,Holocentridae,0.0166,2.97,1,7.65,standard length,3.4,10,"Central Indo-Pacific,Eastern Indo-Pacific,Western Indo-Pacific",,invertivore-mobile,micro-invertivore,
Lactophrys,trigonus,Ostraciidae,0.375,2.1,1,55,total length,3.29,32,"Tropical Atlantic",,invertivore-mobile,macro-invertivore,solitary
Apolemichthys,armitagei,Pomacanthidae,0.0302,2.89,1,21,total length,2.8,27.43,"Central Indo-Pacific,Eastern Indo-Pacific,Western Indo-Pacific",,omnivore,spongivore,small group
Epinephelus,undulatostriatus,Serranidae,0.01148,3.04,1,61,total length,3.9,52.43,"Central Indo-Pacific,Eastern Indo-Pacific,Western Indo-Pacific",,piscivore,pisci-invertivore,
Lutjanus,timoriensis,Lutjanidae,0.0382,2.95,0.829876,50,total length,4.01,38.08,"Central Indo-Pacific,Eastern Indo-Pacific,Western Indo-Pacific",,invertivore-mobile,macro-invertivore,small group
Chaetodon,melapterus,Chaetodontidae,0.02291,3.01,1,13,total length,3.34,10,"Central Indo-Pacific,Eastern Indo-Pacific,Western Indo-Pacific",,invertivore-sessile,corallivore,pair
Amphichaetodon,howensis,Chaetodontidae,0.02188,3.02,1,18,standard length,2.76,16.34,"Central Indo-Pacific,Eastern Indo-Pacific,Western Indo-Pacific",,omnivore,micro-invertivore,solitary
Bothus,tricirrhitus,Bothidae,0.01047,3,1,,,3.7,47,"Central Indo-Pacific,Eastern Indo-Pacific,Western Indo-Pacific",,invertivore-mobile,micro-invertivore,solitary
Stephanolepis,hispidus,Monacanthidae,0.026274,2.925999,1,27.5,total length,2.76,29.59,"Tropical Atlantic",,invertivore-mobile,macro-invertivore,solitary
Canthigaster,criobe,Tetraodontidae,0.02818,2.094,1,3.87,standard length,3,10,"Central Indo-Pacific,Eastern Indo-Pacific,Western Indo-Pacific",,omnivore,micro-invertivore,solitary
Epinephelus,guttatus,Serranidae,0.017002,2.973991,1,76,total length,3.84,61.18,"Tropical Atlantic",,invertivore-mobile,macro-invertivore,solitary
Cirripectes,filamentosus,Blenniidae,,,1,,,,,"Central Indo-Pacific,Eastern Indo-Pacific,Western Indo-Pacific",,,,
Petroscirtes,xestus,Blenniidae,0.00537,3.05,1,7.5,total length,2.4,15.01,"Central Indo-Pacific,Eastern Indo-Pacific,Western Indo-Pacific",,omnivore,cropper/grazer,
Acanthurus,guttatus,Acanthuridae,0.047,2.9,1,26,total length,2,24.71,"Central Indo-Pacific,Eastern Indo-Pacific,Western Indo-Pacific",,herbivore-detritivore,cropper/grazer,large group
Pervagor,marginalis,Monocanthidae,0.02188,2.91,1,6.2,standard length,2.9,12.47,"Central Indo-Pacific,Eastern Indo-Pacific,Western Indo-Pacific",,omnivore,micro-invertivore,pair
Gymnothorax,isingteena,Muraenidae,0.00095,3.1,1,180,total length,4.3,81.41,"Central Indo-Pacific,Eastern Indo-Pacific,Western Indo-Pacific",,piscivore,pisci-invertivore,
Genicanthus,semicinctus,Pomacanthidae,0.0302,2.89,1,21,total length,3.4,27.43,"Central Indo-Pacific,Eastern Indo-Pacific,Western Indo-Pacific",,planktivore,planktivore,small group
Pristiapogon,fraenatus,Apogonidae,0.012935,3.109645,1,11,total length,3.5,12.47,"Central Indo-Pacific,Eastern Indo-Pacific,Western Indo-Pacific",,invertivore-mobile,micro-invertivore,small group
Holacanthus,bermudensis,Pomacanthidae,0.0319,2.899,1,45,total length,2.98,43.84,"Tropical Atlantic",,invertivore-sessile,spongivore,solitary
